concave points_worst_low,concave points_worst_low_medium,concave points_worst_medium,concave points_worst_medium_high,concave points_worst_high,area_worst_low,area_worst_low_medium,area_worst_medium,area_worst_medium_high,area_worst_high,perimeter_worst_low,perimeter_worst_low_medium,perimeter_worst_medium,perimeter_worst_medium_high,perimeter_worst_high,radius_worst_low,radius_worst_low_medium,radius_worst_medium,radius_worst_medium_high,radius_worst_high,concave points_mean_low,concave points_mean_low_medium,concave points_mean_medium,concave points_mean_medium_high,concave points_mean_high,concavity_mean_low,concavity_mean_low_medium,concavity_mean_medium,concavity_mean_medium_high,concavity_mean_high,perimeter_mean_low,perimeter_mean_low_medium,perimeter_mean_medium,perimeter_mean_medium_high,perimeter_mean_high,radius_mean_low,radius_mean_low_medium,radius_mean_medium,radius_mean_medium_high,radius_mean_high
0.0,0.0,0.0,0.0,0.5864833906071013,0.0,0.0,0.9953467033687249,0.0,0.0,0.0,0.0,0.0,0.8779321679366509,0.0,0.0,0.0,0.0,0.8051701648286487,0.0,0.0,0.0,0.0,0.4592445328031809,0.20742213386348626,0.0,0.0,0.0,0.6457357075913785,0.02093095907528856,0.0,0.0,0.3600764747886576,0.3065901918780089,0.0,0.0,0.0,0.5264170886774897,0.14024957798917695,0.0
0.0,0.0,0.0,0.927835051546392,0.0,0.0,0.0,0.9014287586839689,0.0,0.0,0.0,0.0,0.40121519996015736,0.2654514667065092,0.0,0.0,0.0,0.0,0.7126763903711599,0.0,0.0,0.3416169648774025,0.3250497017892643,0.0,0.0,0.0,0.6907216494845361,0.0,0.0,0.0,0.0,0.0,0.0,0.7718886047957991,0.0,0.0,0.0,0.0,0.9542966223358106,0.0
0.0,0.0,0.0,0.0,0.9003436426116842,0.0,0.16994363612531146,0.4967230305413553,0.0,0.0,0.0,0.0,0.6103889635938051,0.056277703072861535,0.0,0.0,0.0,0.2907624807304636,0.3759041859362029,0.0,0.0,0.0,0.0,0.9045725646123262,0.0,0.0,0.0,0.9165885660731027,0.0,0.0,0.0,0.0,0.028378596273005065,0.6382880703936613,0.0,0.0,0.0,0.0,0.6766371653493629,0.0
0.0,0.0,0.0,0.0,0.7674684994272617,0.9400806134486825,0.0,0.0,0.0,0.0,0.0,0.9423112040772285,0.0,0.0,0.0,0.0,0.9887347325981265,0.0,0.0,0.0,0.0,0.0,0.5142478462557984,0.1524188204108682,0.0,0.0,0.0,0.2293033427054048,0.4373633239612617,0.0,0.0,0.890009904867206,0.0,0.0,0.0,0.0,0.7339359805638381,0.0,0.0,0.0
0.0,0.0,0.2772050400916378,0.3894616265750287,0.0,0.0,0.38950058985450264,0.27716607681216415,0.0,0.0,0.0,0.0,0.6203496190049312,0.04631704766173546,0.0,0.0,0.0,0.5350409107079336,0.13162575595873302,0.0,0.0,0.0,0.5440689198144467,0.1225977468522199,0.0,0.0,0.0,0.9072164948453612,0.0,0.0,0.0,0.0,0.0,0.8732407343422472,0.0,0.0,0.0,0.0,0.8659504314764853,0.0
0.0,0.0,0.011454753722794182,0.6552119129438723,0.0,0.6325206449075899,0.24498623672827347,0.0,0.0,0.0,0.0,0.9072828992147685,0.0,0.0,0.0,0.0,0.87845369382189,0.0,0.0,0.0,0.0,0.0,0.6802518223989398,0.0,0.0,0.0,0.20181193377069692,0.46485473289596985,0.0,0.0,0.0,0.8801050376615299,0.0,0.0,0.0,0.0,0.9410762459179328,0.0,0.0,0.0
0.0,0.0,0.0,0.9072164948453604,0.0,0.0,0.3387075632455109,0.3279591034211559,0.0,0.0,0.0,0.0,0.5871474343011771,0.07951923236548955,0.0,0.0,0.0,0.4544053124629437,0.21226135420372289,0.0,0.0,0.21471172962226667,0.4519549370444001,0.0,0.0,0.0,0.9062792877225869,0.0,0.0,0.0,0.0,0.0,0.5074977541289473,0.15916891253771934,0.0,0.0,0.0,0.4443813400224018,0.22228532664426479,0.0
0.0,0.0,0.4352806414662085,0.23138602520045806,0.0,0.25058985450255644,0.4996067636649624,0.0,0.0,0.0,0.0,0.6682271693477433,0.0,0.0,0.0,0.0,0.501363690264438,0.1653029764022288,0.0,0.0,0.0,0.6835652750165673,0.0,0.0,0.0,0.0,0.7963136519837548,0.0,0.0,0.0,0.0,0.5285974247345263,0.1380692419321405,0.0,0.0,0.0,0.5435183870509722,0.12314827961569462,0.0,0.0
0.0,0.0,0.0,0.6139747995418098,0.052691867124857364,0.6381734172237519,0.24121772185083212,0.0,0.0,0.0,0.0,0.8143167820442586,0.0,0.0,0.0,0.0,0.8737104233368908,0.0,0.0,0.0,0.0,0.0,0.9009277667329357,0.0,0.0,0.0,0.0,0.9037800687285219,0.0,0.0,0.0,0.6529841291778958,0.013682537488770942,0.0,0.0,0.0,0.7675390853014026,0.0,0.0,0.0
0.0,0.0,0.0,0.2703321878579608,0.39633447880870637,0.706744003145891,0.19550399790273937,0.0,0.0,0.0,0.0,0.9018045387386492,0.0,0.0,0.0,0.0,0.968575833036879,0.0,0.0,0.0,0.0,0.0,0.8306825712392314,0.0,0.0,0.0,0.0,0.4495470165573265,0.2171196501093401,0.0,0.0,0.815608227950153,0.0,0.0,0.0,0.0,0.9379210248158134,0.0,0.0,0.0
